filename,xmin,ymin,xmax,ymax,class
008784.jpg,12.288,70.9045801526718,18.432,80.6221374045802,boat
008784.jpg,82.944,64,97.792,73.9732824427481,car
001611.jpg,41.4727272727273,54.528,75.3272727272727,128,person
001611.jpg,41.2181818181818,43.776,109.181818181818,128,person
003965.jpg,60.416,42.88,97.536,99.456,bird
001758.jpg,68.0641711229947,58.112,88.1310160427807,96,dog
001758.jpg,17.5160427807487,27.648,75.4304812834225,128,person
004973.jpg,28.416,54.144,60.16,77.184,car
004973.jpg,71.936,54.144,104.448,77.44,car
002939.jpg,72.448,57.216,80.896,73.856,bottle
002939.jpg,40.704,41.856,86.016,112,person
002939.jpg,68.096,68.736,94.464,108.416,chair
002939.jpg,9.728,43.648,30.976,75.648,tvmonitor
005991.jpg,18.048,14.336,43.392,58.88,pottedplant
005991.jpg,47.744,52.992,71.552,107.264,person
001467.jpg,64.768,36.736,121.6,77.696,dog
002844.jpg,36.096,31.9492307692308,128,85.8353846153846,train
006409.jpg,77.824,41.088,128,112,person
006409.jpg,0.256,48.768,29.184,83.584,person
006409.jpg,42.752,61.568,49.408,77.696,bottle
006409.jpg,2.048,74.112,96.256,112,diningtable
009586.jpg,59.52,90.88,68.48,99.84,cow
008127.jpg,49.408,78.5059880239521,128,106.5,diningtable
008127.jpg,53.248,68.8353293413174,62.464,106.5,chair
008127.jpg,68.608,49.2395209580838,87.296,73.6706586826347,pottedplant
008127.jpg,88.576,54.3293413173653,114.944,84.3592814371258,person
008127.jpg,57.6,59.4191616766467,83.968,86.3952095808383,person
008127.jpg,14.848,41.0958083832335,45.568,106.5,person
000848.jpg,8.448,49.2395209580838,66.56,106.5,person
000848.jpg,0.256,63.4910179640719,66.304,106.5,sofa
000848.jpg,82.688,62.4730538922156,90.368,77.4880239520958,chair
000848.jpg,82.688,63.2365269461078,128,106.5,chair
000848.jpg,79.104,64.7634730538922,118.016,106.5,person
002393.jpg,14.336,31.6796407185629,41.472,43.1317365269461,car
002393.jpg,34.816,29.8982035928144,77.312,47.7125748502994,car
002393.jpg,106.496,29.1347305389222,122.112,34.9880239520958,car
002393.jpg,114.944,30.4071856287425,128,44.9131736526946,car
002393.jpg,28.416,33.9700598802395,128,103.191616766467,car
005007.jpg,29.696,18.56,99.84,84.096,tvmonitor
005839.jpg,23.388090349076,23.808,112.759753593429,109.056,car
005839.jpg,2.50924024640657,28.928,33.5728952772074,64,car
001556.jpg,18.432,31.8674698795181,40.704,86.5180722891566,horse
001556.jpg,82.688,29.8433734939759,111.36,95.8795180722892,horse
009392.jpg,104.96,71.2326283987916,128,106,bus
009392.jpg,63.744,80.368580060423,75.264,84.6827794561933,car
009392.jpg,55.04,78.5921450151057,63.744,82.1450151057402,car
009392.jpg,44.288,78.5921450151057,52.736,82.1450151057402,car
009392.jpg,74.24,78.5921450151057,80.384,81.1299093655589,car
009392.jpg,4.864,78.8459214501511,13.056,82.3987915407855,car
009392.jpg,0.256,93.8187311178248,18.944,106,car
007653.jpg,4.352,63.7469879518072,120.832,93.3493975903614,car
007653.jpg,54.528,66.7831325301205,63.744,72.855421686747,person
007772.jpg,38.144,38.272,82.176,85.12,cow
001526.jpg,0.768,30.5906040268456,29.184,102,person
001526.jpg,27.904,39.006711409396,54.784,101.744966442953,person
001526.jpg,54.272,34.9261744966443,80.896,101.744966442953,person
001526.jpg,73.984,34.4161073825503,99.072,101.744966442953,person
001526.jpg,97.536,29.8255033557047,128,101.744966442953,person
003987.jpg,22.0105105105105,97.024,92.9714714714715,127.744,car
003987.jpg,95.524024024024,89.344,106.5,121.344,car
008731.jpg,38.4,45.5301204819277,65.28,92.3373493975904,horse
008731.jpg,75.52,46.5421686746988,98.048,93.3493975903614,person
000591.jpg,0.512,70.509009009009,8.192,89.1426426426427,person
000591.jpg,5.12,68.7222222222222,17.408,85.3138138138138,person
000591.jpg,12.288,69.9984984984985,19.456,85.8243243243243,person
000591.jpg,19.2,70.2537537537538,25.6,92.9714714714715,person
000591.jpg,27.648,67.1906906906907,36.608,85.3138138138138,person
000591.jpg,121.088,72.2957957957958,125.184,81.2297297297297,person
000591.jpg,44.544,71.7852852852853,50.432,82.2507507507508,chair
000591.jpg,39.168,70.7642642642643,46.08,82.506006006006,chair
000591.jpg,58.112,71.2747747747748,62.72,81.2297297297297,chair
000591.jpg,48.128,73.0615615615616,56.32,82.2507507507508,diningtable
001430.jpg,0.256,84.864,64,111.744,diningtable
001430.jpg,25.6,55.424,60.16,89.216,person
001430.jpg,54.016,53.376,77.568,106.112,person
001430.jpg,62.72,55.424,101.888,111.744,person
001430.jpg,14.336,60.544,25.6,72.32,pottedplant
001430.jpg,80.896,16.256,107.008,32.896,tvmonitor
001430.jpg,88.064,37.248,109.568,70.784,pottedplant
003783.jpg,56.96,82.432,68.736,107.776,bottle
003783.jpg,34.176,72.704,50.048,100.352,bottle
003783.jpg,39.296,65.536,52.096,91.392,bottle
003783.jpg,51.328,70.656,61.568,98.048,bottle
003783.jpg,61.312,65.024,72.832,95.488,bottle
003783.jpg,63.104,44.032,77.184,79.872,bottle
003783.jpg,84.864,40.192,96.384,66.304,bottle
003783.jpg,75.392,36.096,85.376,69.12,bottle
003783.jpg,68.736,46.08,77.184,70.912,bottle
003783.jpg,48.768,59.392,60.544,79.104,bottle
003783.jpg,41.6,51.968,51.072,71.936,bottle
003783.jpg,43.904,40.704,54.144,60.672,bottle
003783.jpg,48.256,37.632,55.68,52.48,bottle
003783.jpg,53.888,32,61.568,48.64,bottle
003783.jpg,55.936,48.64,63.36,62.464,bottle
003783.jpg,52.608,52.48,63.872,78.08,bottle
003783.jpg,70.528,36.608,76.928,55.296,bottle
003783.jpg,72.064,27.392,78.208,44.544,bottle
003783.jpg,74.112,22.016,81.28,37.632,bottle
003783.jpg,82.048,25.6,86.912,30.72,bottle
003783.jpg,81.024,30.976,88.448,48.384,bottle
003783.jpg,93.312,32,100.48,51.968,bottle
003783.jpg,91.264,36.352,98.176,59.904,bottle
003783.jpg,87.68,28.416,93.056,40.192,bottle
003783.jpg,54.912,26.112,62.848,41.216,bottle
005910.jpg,55.808,41.2910447761194,89.856,66.9179104477612,bird
005910.jpg,1.024,47.8880597014925,86.016,77.5746268656716,person
005749.jpg,12.544,49.536,123.648,92.032,car
007205.jpg,33.28,54.144,51.456,72.32,car
007205.jpg,51.2,59.52,57.088,65.92,car
007205.jpg,2.56,64.128,36.096,99.2,car
008621.jpg,65.536,38.0758754863813,123.136,91.6945525291829,train
003696.jpg,49.408,44.0120481927711,94.208,94.1084337349398,horse
003696.jpg,44.032,49.8313253012048,66.048,93.6024096385542,person
009822.jpg,37.632,59.52,47.104,65.92,car
009822.jpg,28.928,59.52,38.4,67.968,car
009822.jpg,87.552,63.104,91.648,72.576,person
009822.jpg,27.648,62.08,33.792,67.2,person
009822.jpg,36.352,61.312,41.984,74.368,person
009822.jpg,36.608,66.176,42.24,74.368,motorbike
009822.jpg,50.176,62.848,55.552,74.368,person
009822.jpg,5.632,73.856,21.504,92.8,motorbike
009822.jpg,25.088,75.904,39.68,95.104,motorbike
009822.jpg,42.496,79.744,57.6,103.296,motorbike
009822.jpg,62.464,85.376,81.92,111.232,motorbike
009822.jpg,55.296,69.248,67.072,84.096,motorbike
009822.jpg,20.224,70.528,29.952,85.888,motorbike
009822.jpg,65.536,74.88,80.384,104.064,person
009822.jpg,45.312,72.576,56.32,96.384,person
009822.jpg,26.624,68.224,39.168,88.704,person
009822.jpg,9.216,66.176,21.248,87.68,person
009822.jpg,21.248,64.896,29.44,81.536,person
009822.jpg,95.232,66.176,128,98.944,car
009822.jpg,73.216,68.224,81.92,76.928,motorbike
009822.jpg,82.432,71.296,85.248,75.904,motorbike
009822.jpg,74.24,64.128,80.384,75.904,person
009822.jpg,80.896,64.128,84.48,71.552,person
009822.jpg,1.536,61.056,6.4,73.6,person
009822.jpg,6.656,62.848,12.288,69.504,person
009822.jpg,16.64,60.8,21.248,66.432,person
009822.jpg,19.712,60.544,23.04,64.896,person
009822.jpg,17.408,64.896,22.016,73.088,motorbike
009822.jpg,5.888,68.736,12.544,78.72,motorbike
009822.jpg,15.616,52.096,20.224,56.448,bus
009822.jpg,98.816,64.896,102.656,74.88,person
009822.jpg,95.488,65.92,99.84,75.648,person
009822.jpg,102.656,67.712,108.544,73.088,person
009822.jpg,56.832,64.64,65.024,80,person
009389.jpg,30.464,45.952,128,109.184,train
003239.jpg,80.896,56.96,114.688,89.728,chair
003239.jpg,21.248,77.696,34.56,99.968,pottedplant
002163.jpg,19.456,39.296,117.76,106.112,person
007381.jpg,30.0647482014389,17.152,75.8201438848921,102.4,person
007381.jpg,69.9736211031175,39.68,96.410071942446,101.888,person
008909.jpg,5.632,31.616,124.416,94.848,car
003740.jpg,52.224,56.96,67.584,100.224,person
003740.jpg,89.856,52.096,105.472,96.64,person
003740.jpg,1.792,55.936,25.344,106.368,person
003740.jpg,46.848,77.184,52.224,86.4,dog
008141.jpg,55.04,32.896,79.104,110.72,bottle
008141.jpg,9.728,16.256,114.432,93.056,chair
007388.jpg,19.456,19.072,126.976,112,person
006585.jpg,43.008,32.404833836858,83.2,81.3836858006042,person
006585.jpg,36.608,47.631419939577,84.736,87.4743202416918,motorbike
000577.jpg,0.256,21.7552552552553,122.624,106.5,horse
007167.jpg,2.304,41.088,88.832,72.064,car
007167.jpg,13.056,43.392,128,94.336,car
007167.jpg,86.528,45.184,99.328,59.776,person
007167.jpg,50.688,44.928,57.344,51.328,person
001789.jpg,0.256,37.504,40.704,89.728,train
001789.jpg,50.432,41.088,82.688,81.536,train
001789.jpg,92.928,34.688,128,82.56,train
001789.jpg,91.904,68.736,98.816,87.168,person
001789.jpg,91.392,75.904,122.112,112,person
000285.jpg,57.344,35.712,118.272,112,person
000285.jpg,9.472,40.832,59.136,112,person
000285.jpg,94.464,67.968,111.872,112,chair
000285.jpg,30.72,72.32,58.624,112,chair
008049.jpg,40.704,19.84,100.352,81.28,tvmonitor
006947.jpg,38.912,36.736,109.568,104.832,tvmonitor
005131.jpg,19.456,16.256,95.488,112,cat
005812.jpg,74.496,67.8173652694611,119.296,91.4850299401198,dog
005812.jpg,2.816,63.4910179640719,32.512,95.5568862275449,dog
006289.jpg,42.407444668008,69.12,119.322937625755,127.744,chair
006289.jpg,3.56639839034205,45.568,44.1961770623742,107.264,chair
006289.jpg,24.2645875251509,67.072,127.5,128,diningtable
006289.jpg,105.26861167002,48.64,121.111670020121,61.184,chair
006289.jpg,27.330985915493,31.232,65.9164989939638,86.784,person
006289.jpg,41.3853118712274,51.712,111.912474849095,127.744,person
006289.jpg,89.6810865191147,40.192,109.868209255533,70.656,person
002359.jpg,3.072,45.184,89.856,112,dog
004997.jpg,31.488,36.5149700598802,116.736,83.5958083832335,train
004997.jpg,10.24,53.0568862275449,28.672,74.434131736527,train
005988.jpg,84.992,63.616,105.728,73.6,dog
005988.jpg,24.832,58.752,42.24,72.832,dog
005988.jpg,9.472,32.896,24.32,75.392,person
005988.jpg,88.576,28.288,116.48,80.512,person
005988.jpg,114.176,33.408,128,52.352,car
005988.jpg,0.256,39.04,5.888,52.096,car
007820.jpg,1.28,26.3498498498498,128,87.1006006006006,aeroplane
007820.jpg,70.912,40.3888888888889,110.336,56.9804804804805,aeroplane
009024.jpg,71.8433734939759,36.096,79.1807228915663,45.056,person
009024.jpg,63.2409638554217,44.032,94.8674698795181,92.16,horse
009805.jpg,24.832,50.048,100.352,86.656,cat
003089.jpg,24.064,57.7462462462462,52.48,92.2057057057057,motorbike
003089.jpg,49.152,40.3888888888889,115.712,106.5,motorbike
003089.jpg,37.888,29.4129129129129,74.24,102.926426426426,person
005405.jpg,34.176,38.656,86.656,102.656,person
008096.jpg,33.28,57.728,63.744,77.696,bicycle
008096.jpg,42.24,51.84,59.648,72.32,person
001250.jpg,50.962962962963,50.1284722222222,75.5555555555556,78.1666666666667,bird
005461.jpg,37.376,59.52,115.2,97.664,horse
005461.jpg,12.032,63.104,57.6,84.096,horse
005461.jpg,1.024,62.848,21.76,83.584,horse
005461.jpg,58.112,47.232,73.728,92.288,person
005461.jpg,41.728,59.52,46.848,64.384,person
005461.jpg,18.176,52.352,33.024,110.976,person
005461.jpg,1.28,58.24,9.984,71.552,person
002478.jpg,71.68,80,123.648,101.76,car
002775.jpg,84.096,40.704,112,128,pottedplant
002775.jpg,46.976,88.576,91.52,128,pottedplant
002775.jpg,16.256,73.216,41.344,128,pottedplant
005563.jpg,107.264,16.256,128,35.712,tvmonitor
005563.jpg,52.992,25.984,95.744,100.48,person
005563.jpg,26.624,37.504,94.464,111.744,person
005563.jpg,95.488,38.528,98.816,49.28,bottle
005563.jpg,91.136,36.736,95.488,48.512,bottle
007724.jpg,17.925601750547,21.7849462365591,113.995623632385,109.290322580645,chair
005236.jpg,20.48,35.2,68.096,112,person
005236.jpg,44.544,53.12,78.592,112,horse
005236.jpg,76.032,30.592,110.848,112,person
005236.jpg,93.696,38.784,119.04,101.248,person
009585.jpg,0.256,18.56,65.28,112,person
009585.jpg,69.888,34.176,118.272,112,person
009585.jpg,104.704,19.84,128,112,person
009585.jpg,108.544,79.488,119.808,104.832,bottle
009585.jpg,58.624,65.664,64.768,76.16,bottle
009585.jpg,50.944,67.2,58.88,79.488,bottle
009585.jpg,44.544,67.712,50.432,76.416,bottle
009585.jpg,53.504,71.808,63.744,96.64,bottle
009585.jpg,62.464,72.32,72.704,97.408,bottle
002202.jpg,11.776,22.0989010989011,95.488,108.711538461538,cat
005130.jpg,29.44,33.536,82.944,110.848,bird
005519.jpg,22.016,39.5879345603272,44.544,93.0132924335378,cat
005519.jpg,57.088,20.9274028629857,99.584,75.3752556237219,cat
001383.jpg,25.6,51.328,110.336,95.872,train
000772.jpg,29.0666666666667,30.6666666666667,112,128,dog
003660.jpg,74.88,47.36,112,100.096,tvmonitor
009537.jpg,33.024,69.1797153024911,38.4,79.2864768683274,person
009537.jpg,2.048,31.0266903914591,128,84.3398576512456,train
005374.jpg,74.24,53.8395721925134,92.416,99.0534759358289,person
005374.jpg,54.016,51.0454545454545,65.28,83.0508021390374,person
005374.jpg,55.04,55.3636363636364,66.048,83.0508021390374,person
005374.jpg,47.872,17.0080213903743,128,104.641711229947,bus
004625.jpg,20.992,38.784,110.848,112,horse
007853.jpg,22.016,49.6027837259101,89.6,119.677730192719,bird
001678.jpg,95.488,47.536036036036,128,79.6981981981982,tvmonitor
001678.jpg,64.512,49.3228228228228,89.344,72.551051051051,tvmonitor
001678.jpg,27.392,70.509009009009,65.536,106.5,person
001678.jpg,30.464,37.3258258258258,40.192,49.5780780780781,person
001678.jpg,28.416,42.4309309309309,37.12,50.3438438438438,chair
001678.jpg,41.984,36.8153153153153,49.92,42.9414414414414,tvmonitor
004841.jpg,27.392,67.2,43.776,78.208,aeroplane
004841.jpg,89.6,43.648,96,48,aeroplane
000468.jpg,21.7552552552553,36.608,76.8903903903904,128,person
000468.jpg,23.0315315315315,48.896,105.734234234234,128,person
002870.jpg,15.872,49.5780780780781,47.104,104.457957957958,motorbike
002870.jpg,17.408,25.3288288288288,45.824,92.9714714714715,person
002870.jpg,59.136,56.7252252252252,69.376,83.0165165165165,person
002870.jpg,85.504,68.7222222222222,109.056,87.6111111111111,person
002870.jpg,116.992,55.9594594594595,125.696,85.0585585585586,person
002870.jpg,79.104,61.5750750750751,84.224,81.484984984985,person
002870.jpg,98.304,61.8303303303303,105.216,80.463963963964,person
002870.jpg,104.448,61.5750750750751,112.896,69.487987987988,person
002870.jpg,4.096,58.0015015015015,14.336,80.9744744744745,person
002870.jpg,105.216,67.1906906906907,114.944,85.8243243243243,motorbike
002870.jpg,53.76,69.7432432432432,71.936,83.2717717717718,motorbike
002870.jpg,43.776,74.0825825825826,54.272,81.7402402402403,motorbike
002870.jpg,0.256,69.7432432432432,5.632,81.9954954954955,person
000887.jpg,6.4,35.903125,121.088,86.021875,aeroplane
003555.jpg,103.68,82.816,109.312,89.728,pottedplant
003555.jpg,96,83.84,101.632,90.24,pottedplant
003555.jpg,86.272,83.84,91.904,91.776,pottedplant
003555.jpg,73.728,85.12,80.64,92.032,pottedplant
003555.jpg,60.416,85.632,66.304,93.824,pottedplant
003555.jpg,112.128,77.696,128,93.056,car
008209.jpg,73.216,87.7244897959184,96.256,120.632653061224,horse
008209.jpg,81.408,79.0510204081633,92.672,104.051020408163,person
008209.jpg,87.808,79.8163265306122,91.136,90.7857142857143,person
001119.jpg,64,66.9354354354354,87.808,76.3798798798799,car
009412.jpg,7.936,31.872,25.856,45.696,bus
009412.jpg,19.2,37.76,65.28,112,person
009412.jpg,81.152,26.24,128,112,person
005262.jpg,95.232,68.48,128,92.288,car
005262.jpg,3.584,56.704,13.568,63.36,car
005262.jpg,20.48,45.184,87.552,77.696,bus
001952.jpg,6.656,20.1146095717884,121.6,108.139798488665,bird
003820.jpg,0.256,16.768,128,112,car
003820.jpg,0.256,16.512,8.704,32.896,person
002558.jpg,24.32,48,55.04,90.24,bicycle
002558.jpg,84.48,59.52,112.128,104.064,bicycle
002558.jpg,22.016,25.984,56.832,84.608,person
002558.jpg,84.48,34.944,114.688,97.664,person
000689.jpg,0.512,28.943342776204,127.488,107.470254957507,train
001442.jpg,18.688,38.8573573573574,109.824,106.5,cow
007950.jpg,70.912,96.64,94.208,102.272,car
007950.jpg,0.256,96.64,14.336,105.6,car
007950.jpg,28.16,95.616,43.776,102.528,car
007950.jpg,21.504,95.872,30.72,101.76,car
007950.jpg,9.472,95.36,20.992,102.016,car
006279.jpg,7.936,48.512,127.744,78.464,aeroplane
005653.jpg,20.992,34.688,96.512,82.816,cow
005653.jpg,14.848,41.344,23.552,48.256,cow
005653.jpg,52.992,40.832,72.704,87.68,person
005653.jpg,92.672,42.368,108.032,83.072,person
009644.jpg,9.216,41.7349397590361,123.136,98.6626506024096,car
003608.jpg,22.016,32.384,113.408,88.96,car
007374.jpg,50.432,72.064,81.92,86.144,car
007374.jpg,10.752,68.992,33.792,83.584,car
003857.jpg,16.768,1.536,112,100.864,chair
009350.jpg,22.0405797101449,73.984,105.704347826087,121.6,car
002513.jpg,67.84,76.928,71.424,81.28,aeroplane
002513.jpg,64.768,78.208,68.864,82.304,aeroplane
002513.jpg,63.232,74.112,67.328,78.208,aeroplane
002513.jpg,57.6,68.736,61.696,73.088,aeroplane
002513.jpg,56.064,64.896,59.904,68.736,aeroplane
002513.jpg,52.992,72.064,57.088,76.928,aeroplane
002513.jpg,54.272,76.928,58.368,81.536,aeroplane
002513.jpg,48.128,74.624,51.968,80,aeroplane
000822.jpg,25.088,58.4117647058824,58.88,104.387700534759,motorbike
000822.jpg,59.136,59.1737967914439,90.368,98.5454545454546,motorbike
003373.jpg,59.392,56.96,112.896,100.224,dog
003373.jpg,45.056,16.256,84.48,66.176,person
001807.jpg,74.24,50.8543543543544,105.216,78.6771771771772,horse
001807.jpg,51.456,56.2147147147147,75.776,76.6351351351351,horse
001807.jpg,13.824,48.3018018018018,50.176,70.509009009009,horse
001807.jpg,84.48,47.0255255255255,92.928,71.0195195195195,person
001807.jpg,60.928,47.7912912912913,68.352,68.7222222222222,person
001807.jpg,28.928,43.1966966966967,38.4,64.6381381381381,person
005079.jpg,5.632,44.16,116.224,94.08,aeroplane
009150.jpg,35.968,93.44,51.84,110.848,bird
001673.jpg,9.216,44.16,112.64,97.664,cat
001673.jpg,107.008,16.256,123.392,49.536,bottle
002376.jpg,0.256,29.6681681681682,117.248,78.6771771771772,aeroplane
008091.jpg,22.5060240963855,0.768,103.469879518072,81.664,boat
008091.jpg,50.0843373493976,53.504,66.2771084337349,73.728,person
008091.jpg,22.7590361445783,26.624,33.3855421686747,46.336,boat
003599.jpg,32.256,30.6024096385542,96.256,104.734939759036,bicycle
003032.jpg,8.704,39.04,120.576,75.392,aeroplane
003032.jpg,33.792,80.768,45.056,94.336,car
003032.jpg,0.256,77.44,36.608,100.736,car
008836.jpg,37.888,36.48,112.896,112,person
008836.jpg,87.04,33.92,110.08,84.096,person
008836.jpg,0.256,45.44,32.512,112,person
008836.jpg,114.176,87.168,128,112,person
008836.jpg,106.752,44.672,128,100.48,person
008836.jpg,126.208,17.024,128,32.64,person
008836.jpg,117.76,16.256,123.392,32.64,person
008836.jpg,109.824,16.256,116.736,33.152,person
008836.jpg,101.12,16.256,105.984,32.384,person
008836.jpg,65.536,18.816,72.192,35.712,person
008836.jpg,51.2,20.608,54.784,36.992,person
008836.jpg,32.512,31.104,35.584,43.392,person
008836.jpg,28.928,32.384,32,43.904,person
008836.jpg,26.624,33.408,28.672,43.392,person
008836.jpg,0.256,42.368,14.08,70.784,person
003336.jpg,0.768,31.616,61.952,112,motorbike
003336.jpg,74.496,21.376,107.264,39.296,motorbike
003336.jpg,36.864,23.424,63.232,38.784,motorbike
000780.jpg,97.536,81.28,117.76,112,chair
000780.jpg,82.944,63.616,100.096,78.976,chair
000780.jpg,111.36,67.968,123.392,86.656,chair
000780.jpg,48.896,61.824,69.376,75.904,chair
000780.jpg,14.08,64.896,36.608,77.696,chair
000780.jpg,10.752,83.84,51.456,112,chair
000780.jpg,48.128,70.528,72.448,89.216,pottedplant
006318.jpg,59.904,49.28,92.16,95.104,cat
003618.jpg,56.064,48.566265060241,69.376,79.1807228915663,person
003618.jpg,57.6,52.1084337349398,62.72,63.7469879518072,person
003618.jpg,14.848,57.421686746988,23.04,70.8313253012048,person
003618.jpg,39.936,62.4819277108434,99.84,89.0481927710843,horse
003618.jpg,54.272,55.6506024096386,78.08,66.2771084337349,horse
003618.jpg,14.592,60.9638554216867,23.552,78.4216867469879,horse
003618.jpg,0.256,64.2530120481928,3.072,75.3855421686747,horse
003623.jpg,27.392,21.632,109.568,95.872,bird
005954.jpg,60.288,13.824,112,123.904,cat
004954.jpg,12.6333333333333,39.168,103.866666666667,123.392,sheep
004954.jpg,33.0777777777778,7.68,112.811111111111,111.616,person
006619.jpg,28.16,54.1726726726727,56.832,71.2747747747748,aeroplane
007666.jpg,0.768,31.36,105.728,111.744,train
000797.jpg,9.472,48.512,89.088,112,dog
000797.jpg,17.408,40.064,108.544,110.72,person
000797.jpg,0.768,30.848,83.968,112,sofa
005867.jpg,60.16,64.64,74.496,78.208,tvmonitor
005867.jpg,59.392,80.512,93.44,112,chair
003945.jpg,47.616,65.5269461077844,78.08,91.7395209580838,bicycle
003945.jpg,26.368,56.1107784431138,58.112,86.6497005988024,bicycle
003945.jpg,0.256,51.0209580838323,12.544,80.0329341317365,bicycle
003945.jpg,53.76,52.0389221556886,80.64,82.8323353293413,person
003945.jpg,36.352,45.6766467065868,58.88,77.9970059880239,person
003945.jpg,35.84,39.8233532934132,61.184,77.4880239520958,person
003945.jpg,0.512,31.6796407185629,12.288,60.437125748503,person
003945.jpg,0.512,27.0988023952096,16.64,34.4790419161677,person
003163.jpg,14.336,43.2796610169492,112.896,87.5169491525424,bus
000232.jpg,12.032,39.552,96.256,101.504,cow
000232.jpg,58.88,24.192,64.512,39.808,person
000232.jpg,103.424,34.176,128,46.464,boat
000232.jpg,0.256,28.544,22.528,39.552,boat
000232.jpg,14.08,33.408,32.256,39.04,boat
008796.jpg,48.384,55.0657894736842,73.984,67.3184210526316,bird
005735.jpg,0.256,41.6,126.208,89.472,train
009684.jpg,49.152,53.888,128,112,sofa
009684.jpg,14.592,32.384,97.28,112,person
003074.jpg,76.288,64.1276276276276,90.368,71.53003003003,bird
003074.jpg,52.736,70.509009009009,66.56,78.1666666666667,bird
003074.jpg,37.376,77.4009009009009,50.176,84.8033033033033,bird
003074.jpg,13.824,87.1006006006006,28.672,94.2477477477478,bird
006319.jpg,45.056,16.512,128,111.744,pottedplant
006319.jpg,0.256,16.256,21.76,55.936,pottedplant
006560.jpg,0.256,23.168,62.976,112,person
006560.jpg,57.088,23.936,128,112,person
004459.jpg,25.344,67.712,30.208,80.256,person
004459.jpg,12.032,67.712,16.384,78.464,person
004459.jpg,14.848,68.736,19.968,80,person
004459.jpg,0.512,19.072,128,84.352,aeroplane
004459.jpg,40.192,67.2,44.544,77.696,person
004459.jpg,43.264,66.176,46.336,77.696,person
007078.jpg,8.704,48.512,16.896,59.52,pottedplant
007078.jpg,33.792,47.744,39.168,54.656,pottedplant
007078.jpg,64.512,48.256,96,71.296,chair
007078.jpg,92.16,55.168,128,110.72,sofa
005874.jpg,39.168,63.2409638554217,111.104,105.746987951807,sofa
005874.jpg,32,62.7349397590361,40.704,81.710843373494,pottedplant
008534.jpg,36.608,19.8720930232558,124.672,113.5,cat
000854.jpg,43.008,61.056,106.24,88.192,sofa
000854.jpg,0.512,64.384,32.768,102.528,chair
000854.jpg,114.432,77.184,128,108.928,chair
000854.jpg,0.256,16.512,26.112,79.744,pottedplant
000854.jpg,79.104,56.448,99.072,95.616,person
000854.jpg,67.072,55.168,80.64,94.848,person
000854.jpg,55.04,54.4,68.864,93.056,person
000854.jpg,8.448,61.056,39.424,100.736,person
001265.jpg,24.5305810397554,11.264,101.946483180428,120.064,person
006506.jpg,92.672,55.6506024096386,128,93.0963855421687,horse
